,(1+p1),(1-p1),(x-z),(z+x),(z-x),expected_post,flip,p1,post-init,x,z
62,1.57,0.43,-4,4,4,4.734,0,0.57,0.734,0,4
63,1.48,0.52,1,7,-1,3.992,0,0.48,0.992,4,3
64,1.73,0.27,11,27,-11,8.354,0,0.73,0.3539999999999992,19,8
65,1.11,0.89,-14,18,14,24.374,0,0.11,8.373999999999999,2,16
66,1.88,0.12,-4,6,4,5.126,0,0.88,0.12600000000000033,1,5
67,1.19,0.81,-4,10,4,11.104,0,0.19,4.103999999999999,3,7
68,1.38,0.62,4,22,-4,10.542,0,0.38,1.5419999999999998,13,9
69,1.7,0.3,-7,13,7,10.398,0,0.7,0.3979999999999997,3,10
70,1.68,0.32,-12,24,12,18.466,0,0.68,0.4660000000000011,6,18
71,1.53,0.47,-12,22,12,17.828,0,0.53,0.8279999999999994,5,17
72,1.83,0.17,-3,31,3,17.174,0,0.83,0.1739999999999995,14,17
73,1.42,0.58,6,32,-6,14.356,0,0.42,1.3559999999999999,19,13
74,1.58,0.42,8,14,-8,3.752,0,0.58,0.7519999999999998,11,3
75,1.41,0.59,8,30,-8,12.312,0,0.41,1.3119999999999994,19,11
76,1.41,0.59,8,8,-8,1.434,0,0.41,1.434,8,0
77,1.11,0.89,3,29,-3,20.84,0,0.11,7.84,16,13
78,1.25,0.75,0,38,0,21.918,0,0.25,2.9179999999999993,19,19
79,1.65,0.35,-2,34,2,18.584,0,0.65,0.5839999999999996,16,18
80,1.45,0.55,4,34,-4,16.148,0,0.45,1.1479999999999997,19,15
81,1.78,0.22,-9,31,9,20.282,0,0.78,0.28200000000000003,11,20
82,1.3,0.7,-5,11,5,10.318,0,0.3,2.3179999999999996,3,8
83,1.18,0.82,-14,20,14,21.356,0,0.18,4.356000000000002,3,17
84,1.39,0.61,-6,20,6,14.476,0,0.39,1.4760000000000009,7,13
85,1.91,0.09,2,4,-2,1.086,0,0.91,0.08600000000000008,3,1
86,1.64,0.36,-8,30,8,19.574,0,0.64,0.5740000000000016,11,19
87,1.93,0.07,-12,24,12,18.076,0,0.93,0.07600000000000051,6,18
88,1.18,0.82,1,11,-1,9.688,0,0.18,4.688000000000001,6,5
89,1.62,0.38,-10,16,10,13.668,0,0.62,0.6679999999999993,3,13
90,1.43,0.57,6,22,-6,9.46,0,0.43,1.4600000000000009,14,8
91,1.44,0.56,-4,20,4,13.148,0,0.44,1.1479999999999997,8,12
92,1.08,0.92,-12,24,12,29.192,0,0.08,11.192,6,18
93,1.66,0.34,5,21,-5,8.472,0,0.66,0.47199999999999953,13,8
94,1.5,0.5,9,15,-9,4.006,0,0.5,1.0060000000000002,12,3
95,1.71,0.29,14,14,-14,0.428,0,0.71,0.428,14,0
96,1.21,0.79,-4,22,4,16.532,0,0.21,3.532,9,13
97,1.64,0.36,-8,8,8,8.598,0,0.64,0.5980000000000008,0,8
98,1.86,0.14,-2,2,2,2.156,0,0.86,0.15600000000000014,0,2
99,1.8,0.2,-5,25,5,15.296,0,0.8,0.2959999999999994,10,15
100,1.5,0.5,-8,18,8,13.93,0,0.5,0.9299999999999997,5,13
101,1.3,0.7,1,39,-1,21.158,0,0.3,2.1580000000000013,20,19
102,1.9,0.1,-1,33,1,17.102,0,0.9,0.10200000000000031,16,17
103,1.07,0.93,6,12,-6,16.076,0,0.07,13.076,9,3
104,1.61,0.39,11,17,-11,3.578,0,0.61,0.5779999999999998,14,3
105,1.24,0.76,12,24,-12,9.116,0,0.24,3.1159999999999997,18,6
106,1.77,0.23,3,35,-3,16.296,0,0.77,0.2959999999999994,19,16
107,1.81,0.19,-18,18,18,18.206,0,0.81,0.20599999999999952,0,18
108,1.69,0.31,4,4,-4,0.412,0,0.69,0.412,4,0
109,1.59,0.41,4,30,-4,13.696,0,0.59,0.6959999999999997,17,13
110,1.71,0.29,2,16,-2,7.358,0,0.71,0.35799999999999965,9,7
111,1.21,0.79,1,1,-1,3.414,0,0.21,3.414,1,0
112,1.29,0.71,4,14,-4,7.402,0,0.29,2.402,9,5
113,1.69,0.31,-2,32,2,17.456,0,0.69,0.4559999999999995,15,17
114,1.33,0.67,4,30,-4,15.072,0,0.33,2.071999999999999,17,13
115,1.82,0.18,-1,15,1,8.252,0,0.82,0.25200000000000067,7,8
116,1.59,0.41,11,19,-11,4.746,0,0.59,0.7460000000000004,15,4
117,1.54,0.46,-8,26,8,17.878,0,0.54,0.8780000000000001,9,17
118,1.45,0.55,-8,20,8,15.262,0,0.45,1.2620000000000005,6,14
119,1.31,0.69,6,30,-6,14.07,0,0.31,2.0700000000000003,18,12
120,1.72,0.28,-15,25,15,20.366,0,0.72,0.36599999999999966,5,20
121,1.66,0.34,9,11,-9,1.548,0,0.66,0.548,10,1
122,1.83,0.17,3,21,-3,9.246,0,0.83,0.24600000000000044,12,9
123,1.89,0.11,-15,17,15,16.142,0,0.89,0.14199999999999946,1,16
124,1.34,0.66,-4,10,4,8.912,0,0.34,1.9120000000000008,3,7
125,1.25,0.75,12,18,-12,5.976,0,0.25,2.976,15,3
126,1.68,0.32,-2,20,2,11.478,0,0.68,0.47799999999999976,9,11
127,1.76,0.24,-11,27,11,19.318,0,0.76,0.3180000000000014,8,19
128,1.1,0.9,4,12,-4,13.076,0,0.1,9.076,8,4
129,1.27,0.73,2,4,-2,3.826,0,0.27,2.826,3,1
130,1.23,0.77,-9,29,9,22.104,0,0.23,3.103999999999999,10,19
131,1.52,0.48,-14,18,14,16.84,0,0.52,0.8399999999999999,2,16
132,1.2,0.8,7,13,-7,6.856,0,0.2,3.856,10,3
133,1.35,0.65,16,18,-16,2.81,0,0.35,1.81,17,1
134,1.79,0.21,-9,31,9,20.238,0,0.79,0.23799999999999955,11,20
135,1.33,0.67,9,29,-9,12.004,0,0.33,2.0039999999999996,19,10
136,1.76,0.24,15,23,-15,4.322,0,0.76,0.32200000000000006,19,4
137,1.1,0.9,6,10,-6,11.568,0,0.1,9.568,8,2
138,1.39,0.61,14,22,-14,5.526,0,0.39,1.5259999999999998,18,4
139,1.84,0.16,0,34,0,17.192,0,0.84,0.19200000000000017,17,17
140,1.58,0.42,-3,33,3,18.806,0,0.58,0.8060000000000009,15,18
141,1.73,0.27,8,10,-8,1.304,0,0.73,0.30400000000000005,9,1
142,1.86,0.14,5,9,-5,2.152,0,0.86,0.15200000000000014,7,2
143,1.6,0.4,-5,23,5,14.7,0,0.6,0.6999999999999993,9,14
144,1.77,0.23,7,29,-7,11.264,0,0.77,0.26399999999999935,18,11
145,1.25,0.75,10,26,-10,10.934,0,0.25,2.9339999999999993,18,8
146,1.66,0.34,-13,21,13,17.518,0,0.66,0.5180000000000007,4,17
147,1.39,0.61,0,32,0,17.506,0,0.39,1.5060000000000002,16,16
148,1.07,0.93,-1,23,1,25.236,0,0.07,13.236,11,12
149,1.8,0.2,-12,12,12,12.268,0,0.8,0.2680000000000007,0,12
150,1.5,0.5,11,27,-11,9.052,0,0.5,1.0519999999999996,19,8
151,1.59,0.41,-10,24,10,17.71,0,0.59,0.7100000000000009,7,17
152,1.73,0.27,-15,21,15,18.336,0,0.73,0.3359999999999985,3,18
153,1.76,0.24,5,29,-5,12.324,0,0.76,0.32399999999999984,17,12
154,1.94,0.06,3,13,-3,5.066,0,0.94,0.06599999999999984,8,5
155,1.38,0.62,-3,19,3,12.52,0,0.38,1.5199999999999996,8,11
156,1.15,0.85,6,6,-6,5.438,0,0.15,5.438,6,0
157,1.59,0.41,-9,13,9,11.69,0,0.59,0.6899999999999995,2,11
158,1.26,0.74,-15,23,15,22.084,0,0.26,3.0839999999999996,4,19
159,1.29,0.71,-11,23,11,19.214,0,0.29,2.2139999999999986,6,17
160,1.05,0.95,13,27,-13,26.128,0,0.05,19.128,20,7
161,1.79,0.21,14,26,-14,6.258,0,0.79,0.258,20,6
162,1.87,0.13,1,29,-1,14.138,0,0.87,0.1379999999999999,15,14
163,1.14,0.86,1,17,-1,14.12,0,0.14,6.119999999999999,9,8
164,1.6,0.4,-4,34,4,19.688,0,0.6,0.6879999999999988,15,19
165,1.77,0.23,8,20,-8,6.29,0,0.77,0.29000000000000004,14,6
166,1.84,0.16,6,30,-6,12.178,0,0.84,0.17800000000000082,18,12
167,1.9,0.1,3,33,-3,15.114,0,0.9,0.11400000000000077,18,15
168,1.66,0.34,9,27,-9,9.572,0,0.66,0.5719999999999992,18,9
169,1.2,0.8,-2,20,2,14.728,0,0.2,3.7279999999999998,9,11
170,1.94,0.06,13,19,-13,3.074,0,0.94,0.07399999999999984,16,3
171,1.66,0.34,5,11,-5,3.532,0,0.66,0.532,8,3
172,1.61,0.39,15,25,-15,5.614,0,0.61,0.6139999999999999,20,5
173,1.21,0.79,-2,26,2,17.512,0,0.21,3.5120000000000005,12,14
174,1.56,0.44,-14,24,14,19.724,0,0.56,0.7240000000000002,5,19
175,1.9,0.1,-7,25,7,16.104,0,0.9,0.1039999999999992,9,16
176,1.49,0.51,-4,4,4,4.934,0,0.49,0.9340000000000002,0,4
177,1.59,0.41,-14,22,14,18.746,0,0.59,0.7459999999999987,4,18
178,1.23,0.77,9,17,-9,7.388,0,0.23,3.388,13,4
179,1.09,0.91,-13,15,13,23.79,0,0.09,9.79,1,14
180,1.92,0.08,0,38,0,19.066,0,0.92,0.06599999999999895,19,19
181,1.28,0.72,0,20,0,12.564,0,0.28,2.564,10,10
182,1.18,0.82,15,15,-15,4.114,0,0.18,4.114,15,0
183,1.79,0.21,-4,10,4,7.274,0,0.79,0.274,3,7
184,1.2,0.8,3,35,-3,19.998,0,0.2,3.998000000000001,19,16
185,1.51,0.49,-11,25,11,19.036,0,0.51,1.0360000000000014,7,18
186,1.48,0.52,-2,10,2,6.936,0,0.48,0.9359999999999999,4,6
187,1.87,0.13,15,23,-15,4.17,0,0.87,0.16999999999999993,19,4
188,1.61,0.39,0,8,0,4.718,0,0.61,0.718,4,4
189,1.45,0.55,6,18,-6,7.306,0,0.45,1.306,12,6
190,1.24,0.76,8,18,-8,8.18,0,0.24,3.1799999999999997,13,5
191,1.4,0.6,6,34,-6,15.65,0,0.4,1.6500000000000004,20,14
192,1.45,0.55,-9,19,9,15.326,0,0.45,1.3260000000000005,5,14
193,1.75,0.25,1,27,-1,13.334,0,0.75,0.33399999999999963,14,13
194,1.36,0.64,8,24,-8,9.784,0,0.36,1.7840000000000007,16,8
195,1.23,0.77,9,21,-9,9.172,0,0.23,3.1720000000000006,15,6
196,1.33,0.67,-6,16,6,12.992,0,0.33,1.9920000000000009,5,11
197,1.45,0.55,2,18,-2,9.244,0,0.45,1.2439999999999998,10,8
198,1.08,0.92,-11,29,11,32.014,0,0.08,12.014000000000003,9,20
199,1.68,0.32,1,33,-1,16.426,0,0.68,0.4259999999999984,17,16
200,1.65,0.35,-3,33,3,18.552,0,0.65,0.5519999999999996,15,18
201,1.22,0.78,1,13,-1,9.548,0,0.22,3.548,7,6
202,1.61,0.39,-12,28,12,20.71,0,0.61,0.7100000000000009,8,20
203,1.31,0.69,0,18,0,11.45,0,0.31,2.4499999999999993,9,9
204,1.37,0.63,0,0,0,1.574,0,0.37,1.574,0,0
205,1.4,0.6,-15,25,15,21.59,0,0.4,1.5899999999999999,5,20
206,1.6,0.4,15,23,-15,4.61,0,0.6,0.6100000000000003,19,4
207,1.42,0.58,4,8,-4,3.394,0,0.42,1.3940000000000001,6,2
208,1.55,0.45,-1,19,1,10.88,0,0.55,0.8800000000000008,9,10
209,1.5,0.5,2,38,-2,19.056,0,0.5,1.056000000000001,20,18
210,1.52,0.48,-14,24,14,19.91,0,0.52,0.9100000000000001,5,19
211,1.16,0.84,-2,16,2,14.042,0,0.16,5.042,7,9
212,1.9,0.1,-5,9,5,7.086,0,0.9,0.0860000000000003,2,7
213,1.24,0.76,10,20,-10,8.186,0,0.24,3.186,15,5
214,1.29,0.71,10,16,-10,5.672,0,0.29,2.6719999999999997,13,3
215,1.82,0.18,-4,8,4,6.198,0,0.82,0.1980000000000004,2,6
216,1.43,0.57,6,26,-6,11.44,0,0.43,1.4399999999999995,16,10
217,1.32,0.68,7,13,-7,5.352,0,0.32,2.3520000000000003,10,3
218,1.83,0.17,19,21,-19,1.162,0,0.83,0.16199999999999992,20,1
219,1.49,0.51,-9,29,9,20.114,0,0.49,1.1140000000000008,10,19
220,1.94,0.06,11,25,-11,7.054,0,0.94,0.05400000000000027,18,7
221,1.85,0.15,7,31,-7,12.19,0,0.85,0.1899999999999995,19,12
222,1.2,0.8,7,25,-7,13.036,0,0.2,4.036,16,9
223,1.53,0.47,13,21,-13,4.858,0,0.53,0.8579999999999997,17,4
224,1.37,0.63,-13,13,13,14.642,0,0.37,1.6419999999999995,0,13
225,1.16,0.84,-11,27,11,24.21,0,0.16,5.210000000000001,8,19
226,1.86,0.14,14,20,-14,3.172,0,0.86,0.17200000000000015,17,3
227,1.56,0.44,-7,31,7,19.712,0,0.56,0.7119999999999997,12,19
228,1.84,0.16,-2,8,2,5.194,0,0.84,0.19399999999999995,3,5
229,1.85,0.15,10,12,-10,1.19,0,0.85,0.18999999999999995,11,1
230,1.59,0.41,1,31,-1,15.738,0,0.59,0.7379999999999995,16,15
231,1.43,0.57,4,6,-4,2.434,0,0.43,1.4340000000000002,5,1
232,1.17,0.83,15,19,-15,6.8,0,0.17,4.8,17,2
233,1.73,0.27,10,20,-10,5.348,0,0.73,0.34799999999999986,15,5
234,1.75,0.25,11,25,-11,7.33,0,0.75,0.33000000000000007,18,7
235,1.06,0.94,-7,15,7,25.492,0,0.06,14.492,4,11
236,1.08,0.92,2,22,-2,21.294,0,0.08,11.294,12,10
237,1.06,0.94,-7,29,7,32.916,0,0.06,14.915999999999997,11,18
238,1.78,0.22,-5,19,5,12.24,0,0.78,0.2400000000000002,7,12
239,1.07,0.93,20,20,-20,12.602,0,0.07,12.602,20,0
240,1.43,0.57,-1,9,1,6.26,0,0.43,1.2599999999999998,4,5
241,1.13,0.87,-6,6,6,12.546,0,0.13,6.545999999999999,0,6
242,1.61,0.39,-18,18,18,18.518,0,0.61,0.5180000000000007,0,18
243,1.89,0.11,-9,19,9,14.116,0,0.89,0.11599999999999966,5,14
244,1.8,0.2,-2,38,2,20.278,0,0.8,0.2779999999999987,18,20
245,1.15,0.85,-7,29,7,23.566,0,0.15,5.565999999999999,11,18
246,1.89,0.11,5,25,-5,10.144,0,0.89,0.14400000000000013,15,10
247,1.31,0.69,12,14,-12,2.95,0,0.31,1.9500000000000002,13,1
248,1.1,0.9,-8,8,8,16.798,0,0.1,8.797999999999998,0,8
249,1.13,0.87,7,25,-7,16.11,0,0.13,7.109999999999999,16,9
250,1.16,0.84,-1,5,1,8.31,0,0.16,5.3100000000000005,2,3
